Country  Name   Lat    Long   Elevation
India	Sanala Mal Mountain	33.508091	74.178099	1175.0	m
India	Tatakuti Mountain	33.749447	74.483356	3997.0	m
India	Savid Fajal Shah Mountain	33.524765	74.200382	2012.0	m
India	Pir Satawan Mountain	33.246902	74.016592	3551.0	m
India	Bagla Gala Mountain	33.310495	74.147928	1398.0	m
India	Khalabat Mountain	33.283431	74.156066	1274.0	m
India	Duranni Gala Mountain	33.271888	74.13614	1016.0	m
India	Kallar Gala Mountain	33.254192	74.158506	3138.0	m
India	Tang Ni Dhar Mountain	33.211032	74.150075	929.0	m
India	Koti Dhar Mountain	33.149677	74.152698	1683.0	m
India	Batrai Gala Mountain	33.360938	74.202675	4136.0	m
India	Ambli Dhar Mountain	33.194352	74.205489	977.0	m
India	Tain Dhar Mountain	33.185943	74.23612	3215.0	m
India	Koman Gosma Dhar Mountain	33.119014	74.200061	3228.0	m
India	Thil Mountain	33.121139	74.441968	2746.0	m
India	Sanker Mountain	33.127635	74.451765	3072.0	m
India	Mathhi Bhaur Mountain	32.978618	74.407671	571.0	m
India	Nathuan Tibba Mountain	32.927579	74.383018	1757.0	m
India	Buchahe Mountain	32.897012	74.442134	472.0	m
India	Chinota Mountain	32.894387	74.480799	391.0	m
India	Pir Panjal Mountain	33.415762	75.584088	2670.0	m
India	Sireali Mountain	32.897146	74.57509	1535.0	m
India	Tam Ka Tilla Mountain	32.89158	74.549968	496.0	m
India	Thinda Mountain	32.891435	74.584529	443.0	m
India	Trikta Mountain	33.032897	74.967107	2184.0	m
India	Danda Mountain	32.867545	74.944293	2065.0	m
India	Bhagavangarh Mountain	32.691394	74.949962	1949.0	m
India	Zaskar Mountain	33.249256	77.666154	4547.0	m
India	Chumik Mountain	32.671497	78.248242	5392.0	m
India	Shilla Mountain	32.405053	78.200948	5916.0	m
India	Solasinghi Mountain	31.645213	76.383902	2048.0	m
India	Jakko Mountain	31.099073	77.18407	2000.0	m
India	Deo Tibbo Mountain	32.199569	77.385005	6001.0	m
India	Leo Pargial Mountain	31.884926	78.739964	6451.0	m
India	Kidarkanta Mountain	31.020415	78.168967	3465.0	m
India	Swargarohini	31.084444	78.516111	6252.0	m
India	Yamunotri	31.021331	78.41071	4421.0	m
India	Lalariyo Mountain	28.595951	74.510591	779.0	m
